,Unnamed: 0,steam_appid,name,english,publisher,platforms,genres,average_playtime,median_playtime,owners,price,grade,month,year,economic_success,release_year,release_month,local_multi_player,mmo,multi_player,online_co_op,online_multi_player,single_player,action,adventure,casual,indie,massively_multiplayer,rpg,racing,simulation,sports,strategyviolent
2515,6188,385260,Lamia Must Die,1.0,Tuomo Laine,windows,Free to Play;RPG,0.0,0.0,0.05,0.0,0.6310160427807486,8.0,2015.0,0.0,2015,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2516,6189,385270,Jet Racing Extreme: The First Encounter,1.0,Real Dynamics,windows,Action;Indie;Racing;Simulation;Sports,383.0,401.0,0.2,2.79,0.6904176904176904,5.0,2018.0,0.9765,2018,5,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0
2517,6191,385330,Stray Cat Crossing,1.0,Fridge,windows,Adventure;Indie,0.0,0.0,0.02,2.09,0.9206680584551148,8.0,2015.0,0.07315,2015,8,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2518,6193,385360,Super Trench Attack 2,1.0,Retro Army Limited,windows,Indie;Strategy,0.0,0.0,0.02,3.99,0.5816326530612245,11.0,2015.0,0.13965,2015,11,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2520,6197,385400,Weapons Genius,1.0,JDM4iK,windows,Action;Casual;Indie;Simulation,53.0,53.0,0.1,5.19,0.4183783783783784,7.0,2015.0,0.7785000000000001,2015,7,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0
2522,6202,385560,Shadow Complex Remastered,1.0,Epic Games,windows,Action,243.0,243.0,0.1,10.99,0.8442367601246106,5.0,2016.0,1.6485,2016,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2524,6209,385710,INK,1.0,ZackBellGames,windows,Action;Adventure;Indie,169.0,204.0,0.2,3.99,0.8268716577540107,8.0,2015.0,1.3965,2015,8,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
2525,6210,385730,WWE 2K16,1.0,2K,windows,Simulation;Sports,1024.0,1024.0,0.1,34.99,0.6270447110141767,3.0,2016.0,5.2485,2016,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
2526,6211,385760,NBA 2K17,1.0,2K,windows,Sports,4672.0,4672.0,0.5,39.99,0.5278923114237206,9.0,2016.0,29.9925,2016,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2531,6225,386080,Pharaonic,1.0,Milkstone Studios,windows,Action;Adventure;Indie;RPG,51.0,51.0,0.02,10.99,0.8241758241758241,4.0,2016.0,0.38465,2016,4,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0
2533,6230,386180,Crossout,1.0,Gaijin Entertainment,windows,Action;Free to Play;Massively Multiplayer;Racing,864.0,126.0,2.0,0.0,0.6663076260232659,7.0,2017.0,0.0,2017,7,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0
2539,6237,386360,SMITE®,1.0,Hi-Rez Studios,windows,Action;Free to Play,1954.0,126.0,5.0,0.0,0.79508857610173,9.0,2015.0,0.0,2015,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2541,6244,386510,Pyramid Raid,1.0,Travian Games GmbH,windows,Action;Casual;Indie,11.0,11.0,0.05,1.99,0.5755813953488372,12.0,2015.0,0.14925,2015,12,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
2544,6248,386590,Novus Inceptio,1.0,McMagic Productions s.r.o.,windows,Adventure;Indie;RPG;Simulation;Early Access,654.0,654.0,0.02,14.99,0.6699889258028793,10.0,2015.0,0.52465,2015,10,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
2545,6250,386620,"Cook, Serve, Delicious! 2!!",1.0,Vertigo Gaming Inc.,windows,Action;Indie;Simulation;Strategy,153.0,181.0,0.1,9.99,0.8758002560819462,9.0,2017.0,1.4985,2017,9,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
2547,6254,386690,Fantastic Contraption,1.0,Northway Games,windows,Indie;Simulation,0.0,0.0,0.02,15.49,0.77734375,4.0,2016.0,0.54215,2016,4,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2550,6262,386880,Rake,1.0,Konsordo,windows,Action;Adventure;Indie;Simulation,116.0,217.0,0.1,3.99,0.6944208439535542,7.0,2015.0,0.5985,2015,7,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0
2551,6265,386940,Ultimate Chicken Horse,1.0,Clever Endeavour Games,windows,Action;Casual;Indie,622.0,658.0,0.5,10.99,0.9460461777724608,3.0,2016.0,8.2425,2016,3,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0
2552,6270,387060,Earth Overclocked,1.0,Chronicle Bench,windows,Action;Adventure;Indie,0.0,0.0,0.02,7.19,0.8359375,12.0,2015.0,0.25165,2015,12,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
2555,6276,387240,Steel Rain,1.0,PolarityFlow,windows,Action;Indie;RPG;Strategy,0.0,0.0,0.02,6.99,0.8764044943820225,12.0,2015.0,0.24465,2015,12,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
2557,6279,387290,Ori and the Blind Forest: Definitive Edition,1.0,Microsoft Studios,windows,Action,322.0,410.0,1.0,14.99,0.9620299158238964,4.0,2016.0,22.485,2016,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2558,6280,387340,Hyperdimension Neptunia U: Action Unleashed,1.0,Idea Factory International,windows,Action;RPG,335.0,469.0,0.1,19.49,0.9315175097276264,3.0,2016.0,2.9234999999999993,2016,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2559,6281,387370,Sol 0: Mars Colonization,1.0,Chondrite Games,windows,Indie;Simulation;Strategy,0.0,0.0,0.02,2.79,0.6954177897574124,1.0,2016.0,0.09765,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2562,6285,387840,Alpha Runner,1.0,Lightsoutgames,windows,Adventure;Casual;Indie,574.0,574.0,0.1,0.79,0.7858942065491183,9.0,2015.0,0.1185,2015,9,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
2563,6288,387870,Mold on Pizza 🍕,1.0,BTNcafe,windows,Action;Casual;Indie;Strategy,13.0,13.0,0.02,4.79,0.8050847457627118,9.0,2015.0,0.16765,2015,9,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0
2564,6292,387970,Clown House (Palyaço Evi),1.0,Aslan Game Studio,windows,Action;Free to Play;Indie,7.0,7.0,0.2,0.0,0.470649895178197,8.0,2015.0,0.0,2015,8,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2565,6293,387990,Scrap Mechanic,1.0,Axolot Games,windows,Action;Adventure;Indie;Simulation;Early Access,2355.0,775.0,0.5,14.99,0.8454990541893846,1.0,2016.0,11.2425,2016,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0
2567,6295,388050,Snik,1.0,Cleverweek,windows,Casual;Indie,329.0,345.0,0.05,1.99,0.5979381443298969,9.0,2015.0,0.14925,2015,9,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2568,6301,388210,Day of the Tentacle Remastered,1.0,Double Fine Productions,windows,Adventure,189.0,237.0,0.2,10.99,0.9705288655631812,3.0,2016.0,3.8465,2016,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2570,6305,388320,1979 Revolution: Black Friday,1.0,iNK Stories,windows,Adventure;Indie,0.0,0.0,0.05,4.79,0.7642079806529625,4.0,2016.0,0.35925,2016,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2572,6310,388410,Darksiders II Deathinitive Edition,1.0,THQ Nordic,windows,Action;Adventure;RPG,992.0,861.0,1.0,24.99,0.7420605151287822,11.0,2015.0,37.485,2015,11,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
2573,6315,388490,One Way To Die: Steam Edition,1.0,CoaguCo Industries,windows,Adventure;Free to Play,130.0,130.0,0.1,0.0,0.5479876160990712,9.0,2015.0,0.0,2015,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2576,6320,388620,DungeonUp,1.0,Black Shell Media,windows,Adventure;Indie;Strategy,331.0,331.0,0.02,3.99,0.8413173652694611,9.0,2015.0,0.13965,2015,9,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2577,6325,388750,BlazBlue: Chronophantasma Extend,1.0,"H2 Interactive Co., Ltd.",windows,Action,805.0,1510.0,0.2,22.99,0.9179580674566999,3.0,2016.0,8.046499999999998,2016,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2578,6329,388880,Oxenfree,1.0,Night School Studio,windows,Adventure;Indie,258.0,382.0,0.2,14.99,0.9321286283437678,1.0,2016.0,5.2465,2016,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2579,6330,388900,Fracture the Flag,1.0,One Wheel Studio,windows,Indie;Strategy,0.0,0.0,0.02,3.99,0.7542372881355932,12.0,2016.0,0.13965,2016,12,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2582,6338,389170,A Lenda do Herói - O Herói desta Canção,0.0,Dumativa Creative Studio;Castro Brothers,windows,Adventure;Casual;Indie,342.0,342.0,0.1,11.99,0.9156883671291356,3.0,2016.0,1.7985,2016,3,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
2588,6352,389530,Garlock Online,1.0,HellconX™,windows,Action;Free to Play;Indie;Massively Multiplayer;Strategy;Early Access,0.0,0.0,0.05,0.0,0.246031746031746,5.0,2016.0,0.0,2016,5,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0
2590,6358,389730,TEKKEN 7,1.0,BANDAI NAMCO Entertainment,windows,Action;Sports,4367.0,7210.0,0.5,34.99,0.830604636083644,6.0,2017.0,26.2425,2017,6,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0
2595,6367,390030,DESYNC,1.0,Adult Swim Games,windows,Action;Indie,324.0,324.0,0.02,10.99,0.7897727272727273,2.0,2017.0,0.38465,2017,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2596,6368,390040,Small Radios Big Televisions,1.0,Adult Swim Games,windows,Adventure;Indie,0.0,0.0,0.05,8.99,0.7226027397260274,11.0,2016.0,0.67425,2016,11,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2597,6369,390090,Shot Online,1.0,WEBZEN,windows,Free to Play;Massively Multiplayer;Sports,0.0,0.0,0.02,0.0,0.6301369863013698,1.0,2019.0,0.0,2019,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
2598,6370,390100,9Dragons,1.0,RedFox Games,windows,Free to Play;Massively Multiplayer;RPG,1.0,1.0,0.05,0.0,0.634020618556701,2.0,2017.0,0.0,2017,2,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
2599,6371,390200,Queen's Quest: Tower of Darkness,1.0,Artifex Mundi,windows,Adventure;Casual,0.0,0.0,0.02,6.99,0.6666666666666666,9.0,2015.0,0.24465,2015,9,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
2603,6377,390340,Umbrella Corps™/Biohazard Umbrella Corps™,1.0,CAPCOM,windows,Action,342.0,342.0,0.2,14.99,0.27569686411149824,6.0,2016.0,5.2465,2016,6,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2605,6381,390540,High Fidelity,1.0,"High Fidelity, Inc",windows,Free to Play;Massively Multiplayer;Early Access,417.0,417.0,0.02,0.0,0.6194690265486725,11.0,2016.0,0.0,2016,11,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2608,6385,390620,An Alien with a Magnet,1.0,Rejected Games,windows,Adventure;Casual;Indie,0.0,0.0,0.02,2.09,0.925,3.0,2017.0,0.07315,2017,3,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
2609,6387,390670,Steel Ocean,1.0,Changyou.com Limited,windows,Free to Play;Massively Multiplayer;Simulation,472.0,476.0,0.5,0.0,0.6932261208576999,11.0,2015.0,0.0,2015,11,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2610,6389,390710,Acceleration of SUGURI 2,1.0,Fruitbat Factory,windows,Action;Indie,357.0,357.0,0.02,5.99,0.7821782178217822,3.0,2018.0,0.20965,2018,3,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
2611,6395,390910,Collisions,1.0,2dengine,windows,Action;Casual;Indie,258.0,258.0,0.05,2.89,0.8128342245989305,7.0,2015.0,0.21675,2015,7,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
2614,6402,391040,F1 2016,1.0,Codemasters;Feral Interactive (Mac),windows,Racing;Simulation;Sports,1397.0,1777.0,0.2,39.99,0.8409976617303195,8.0,2016.0,13.9965,2016,8,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0
2617,6408,391170,Void Invaders,1.0,Black Shell Media,windows,Action;Indie,0.0,0.0,0.02,1.99,0.8874598070739549,8.0,2015.0,0.06965,2015,8,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2619,6412,391220,Rise of the Tomb Raider™,1.0,Square Enix;Feral Interactive (Mac);Feral Interactive (Linux),windows,Action;Adventure,817.0,656.0,2.0,39.99,0.9273683812119148,2.0,2016.0,139.965,2016,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
2620,6416,391280,Epic Manager - Create Your Own Adventuring Agency!,1.0,ManaVoid Entertainment Inc.,windows,Adventure;Indie;RPG;Simulation;Strategy,0.0,0.0,0.02,13.59,0.7106598984771574,12.0,2016.0,0.47565,2016,12,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
2623,6425,391420,Gun Rocket,1.0,Space Wedgie,windows,Adventure;Casual;Indie,204.0,209.0,0.2,0.79,0.7306547619047619,5.0,2016.0,0.2765,2016,5,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0
2626,6431,391540,Undertale,1.0,tobyfox,windows,Indie;RPG,679.0,443.0,2.0,6.99,0.9560628566961143,9.0,2015.0,24.465,2015,9,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
2628,6433,391560,Chicka Wars | Chicken Meat,1.0,BUG-Studio,windows,Action;Adventure;Casual;Indie,208.0,213.0,0.02,0.79,0.525,10.0,2016.0,0.02765,2016,10,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
2631,6444,391780,Uebergame,1.0,Duion,windows,Action;Casual;Free to Play;Indie,3.0,3.0,0.2,0.0,0.52,10.0,2015.0,0.0,2015,10,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2632,6445,391820,Evolution,1.0,Grubby Monster Games,windows,Free to Play;Indie;Simulation,0.0,0.0,0.02,0.0,0.4615384615384616,6.0,2016.0,0.0,2016,6,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2639,6457,392160,X4: Foundations,1.0,Egosoft,windows,Action;Simulation,873.0,873.0,0.1,39.99,0.6748245114778979,11.0,2018.0,5.9985,2018,11,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
2643,6465,392450,Silver Creek Falls: Chapter 1,1.0,Sapphire Dragon Productions,windows,Adventure;Free to Play;Indie,0.0,0.0,0.1,0.0,0.87569573283859,8.0,2015.0,0.0,2015,8,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2645,6467,392580,WARSHIFT,1.0,Nominia Ltd,windows,Action;Indie;RPG;Strategy,0.0,0.0,0.02,9.99,0.7461669505962522,10.0,2016.0,0.34965,2016,10,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0
2650,6483,393080,Call of Duty®: Modern Warfare® Remastered,1.0,Activision,windows,Violent;Action,302.0,556.0,0.02,34.99,0.5079646017699115,7.0,2017.0,1.22465,2017,7,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2651,6484,393150,The Dreamatorium of Dr. Magnus 2,1.0,Two Desperados,windows,Adventure;Casual,193.0,193.0,0.02,5.59,0.7162162162162162,9.0,2015.0,0.19565,2015,9,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
2654,6487,393200,Bad Rats Show,1.0,Strategy First,windows,Action;Casual;Indie;Simulation;Strategy,0.0,0.0,0.02,1.59,0.8418451400329492,7.0,2016.0,0.05565,2016,7,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0
2657,6492,393380,Squad,1.0,Offworld Industries,windows,Action;Indie;Strategy;Early Access,3173.0,1563.0,0.5,32.5,0.7966629437844791,12.0,2015.0,24.375,2015,12,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
2658,6495,393420,Hurtworld,1.0,Bankroll Studios,windows,Action;Adventure;Simulation;Early Access,5439.0,7099.0,0.5,19.49,0.7438861291555215,12.0,2015.0,14.617499999999998,2015,12,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
2659,6499,393530,Insanity Clicker,1.0,PlayFlock,windows,Adventure;Casual;Free to Play;Indie;RPG;Simulation;Strategy,76.0,90.0,0.2,0.0,0.6626235399820305,6.0,2016.0,0.0,2016,6,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0
2664,6519,394160,ARCADE GAME SERIES: PAC-MAN,1.0,BANDAI NAMCO Entertainment,windows,Action,21.0,21.0,0.05,2.79,0.8389261744966443,4.0,2016.0,0.20925,2016,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2665,6521,394230,Battleborn,1.0,2K,windows,Action,652.0,752.0,0.5,0.0,0.6196385804485086,5.0,2016.0,0.0,2016,5,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
2667,6527,394360,Hearts of Iron IV,1.0,Paradox Interactive,windows,Simulation;Strategy,9413.0,4181.0,1.0,34.99,0.8686001701616536,6.0,2016.0,52.485,2016,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2670,6530,394450,"Warhammer 40,000: Deathwatch - Enhanced Edition",1.0,Rodeo Games,windows,Action;Adventure;RPG;Strategy,0.0,0.0,0.02,10.99,0.6460176991150443,10.0,2015.0,0.38465,2015,10,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
2671,6533,394510,HELLDIVERS™ A New Hell Edition,1.0,"PlayStation Mobile, Inc.",windows,Action,1112.0,1416.0,0.5,15.99,0.9144676979071884,12.0,2015.0,11.9925,2015,12,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
2672,6534,394540,Spaceport Hope,1.0,"team BitClub , Sunken Treasure Games",windows,Action;Adventure;Indie,264.0,303.0,0.2,0.79,0.7720090293453724,4.0,2016.0,0.2765,2016,4,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
2673,6538,394690,Tower Unite,1.0,PixelTail Games,windows,Action;Adventure;Casual;Indie;Massively Multiplayer;Early Access,1326.0,1532.0,0.2,10.99,0.8449463399006888,4.0,2016.0,3.8465,2016,4,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
2674,6539,394700,Karma. Incarnation 1,1.0,Other Kind Games,windows,Adventure;Casual;Indie,0.0,0.0,0.02,3.99,0.8476190476190476,10.0,2016.0,0.13965,2016,10,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
2675,6541,394760,Dead Effect 2,1.0,App Holdings,windows,Action;Indie;RPG,155.0,155.0,0.1,8.99,0.7264337508239948,5.0,2016.0,1.3485,2016,5,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0
2677,6545,394870,Office Battle,1.0,Black Lime Studio,windows,Violent;Action;Indie,261.0,277.0,0.1,0.79,0.7206982543640897,12.0,2015.0,0.1185,2015,12,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2679,6550,395140,Miracle Fly,1.0,ElagoTech,windows,Action;Indie,0.0,0.0,0.02,5.79,0.9047619047619048,10.0,2015.0,0.20265,2015,10,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2681,6554,395200,Ben and Ed,1.0,Sluggerfly,windows,Action;Adventure;Indie,0.0,0.0,0.1,6.99,0.7689606741573034,12.0,2015.0,1.0485,2015,12,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
2684,6559,395380,ANKI,1.0,KrupinskiArt,windows,Action;Adventure;Casual;Indie,394.0,397.0,0.05,0.79,0.6415094339622641,8.0,2015.0,0.05925,2015,8,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
2685,6561,395420,The Dwarf Run,1.0,Alexander Mirdzveli,windows,Adventure;Indie;RPG,0.0,0.0,0.02,5.99,0.7310924369747899,10.0,2015.0,0.20965,2015,10,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
2687,6568,395570,We Are The Dwarves,1.0,Whale Rock Games,windows,Action;Adventure;Indie,0.0,0.0,0.2,19.99,0.7125,2.0,2016.0,6.996499999999999,2016,2,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
2691,6575,395900,Backgammon Blitz,1.0,Nomad Games,windows,Casual,0.0,0.0,0.02,2.79,0.6388888888888888,11.0,2015.0,0.09765,2015,11,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2694,6584,396090,Rogue State,1.0,Black Shell Media,windows,Indie;Simulation;Strategy,0.0,0.0,0.02,10.29,0.728110599078341,10.0,2015.0,0.3601499999999999,2015,10,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2695,6591,396360,LocoSoccer,1.0,Startreming,windows,Indie;Sports;Strategy,237.0,275.0,0.05,0.75,0.6683937823834197,12.0,2015.0,0.05625,2015,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2698,6599,396660,Tahira: Echoes of the Astral Empire,1.0,Whale Hammer Games,windows,Adventure;Indie;RPG;Strategy,0.0,0.0,0.02,10.99,0.7843137254901961,8.0,2016.0,0.38465,2016,8,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
2700,6603,396750,EVERSPACE™,1.0,ROCKFISH Games,windows,Action;Indie,312.0,332.0,0.2,22.99,0.7888500388500389,5.0,2017.0,8.046499999999998,2017,5,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2703,6611,396900,GRIP: Combat Racing,1.0,Wired Productions,windows,Action;Indie;Racing,0.0,0.0,0.05,24.99,0.896165191740413,11.0,2018.0,1.87425,2018,11,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0
2705,6614,397040,Sphere III: Rage of the Devastator,1.0,NIKITA ONLINE,windows,Action;Free to Play;Massively Multiplayer;RPG,0.0,0.0,0.1,0.0,0.4660194174757282,12.0,2015.0,0.0,2015,12,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0
2706,6617,397100,MachineCraft,1.0,G2CREW,windows,Free to Play;Indie;Simulation;Early Access,11.0,11.0,0.2,0.0,0.7567567567567568,3.0,2016.0,0.0,2016,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
2707,6618,397160,Aurora Dusk: Steam Age,1.0,Sylvain Harlaut,windows,Indie;RPG;Strategy,244.0,244.0,0.02,6.99,0.8361581920903954,3.0,2019.0,0.24465,2019,3,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0
2712,6627,397330,Little Big Adventure - Enhanced Edition,1.0,DotEmu,windows,Action;Adventure;RPG,0.0,0.0,0.02,4.79,0.8448275862068966,10.0,2015.0,0.16765,2015,10,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
2713,6628,397340,SimplePlanes,1.0,"Jundroo, LLC",windows,Indie;Simulation,538.0,742.0,0.5,9.99,0.9055400557991232,12.0,2015.0,7.4925,2015,12,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2715,6638,397580,Moonbase 332,1.0,PatchNoteStudio,windows,Action;Indie,306.0,306.0,0.02,3.99,0.312,9.0,2015.0,0.13965,2015,9,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2719,6642,397690,Hyperspace Invaders II: Pixel Edition,1.0,Black Shell Media,windows,Action;Indie,56.0,56.0,0.05,3.99,0.8149171270718232,9.0,2015.0,0.29925,2015,9,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2727,6661,397950,Clustertruck,1.0,tinyBuild,windows,Action;Indie,211.0,303.0,0.2,10.99,0.9026495383380168,9.0,2016.0,3.8465,2016,9,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2728,6665,397990,Woof Blaster,1.0,Fabian Jarrett,windows,Action;Indie,0.0,0.0,0.02,0.0,0.8715596330275229,9.0,2015.0,0.0,2015,9,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2732,6676,398180,Euclidean,1.0,AAD Productions,windows,Action;Casual;Indie,0.0,0.0,0.02,3.99,0.6759259259259259,9.0,2015.0,0.13965,2015,9,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
2736,6686,398680,Ace Of Words,1.0,Ocean Media LLC,windows,Casual;Indie,242.0,272.0,0.1,3.99,0.6822429906542056,5.0,2016.0,0.5985,2016,5,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2738,6689,398830,Goggles - World of Vaporia,1.0,Bit2Good Ug,windows,Action;Adventure;Casual;Indie;Racing,297.0,299.0,0.02,5.59,0.5833333333333334,10.0,2015.0,0.19565,2015,10,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0
2739,6691,398850,Epistory - Typing Chronicles,1.0,Fishing Cactus;Plug In Digital,windows,Action;Adventure;Indie,324.0,298.0,0.2,10.99,0.957480733457348,3.0,2016.0,3.8465,2016,3,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
2745,6704,399120,Prospekt,1.0,Richard Seabrook,windows,Action,0.0,0.0,0.02,7.5,0.5991525423728814,2.0,2016.0,0.2625,2016,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2747,6708,399230,Kitchen Simulator 2015,1.0,WhackAKey Games,windows,Action;Adventure;Casual;Simulation;Strategy,259.0,262.0,0.05,0.79,0.2111111111111111,9.0,2015.0,0.05925,2015,9,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0
2749,6713,399520,Comedy Quest,1.0,Crothers Games,windows,Adventure;Casual;Free to Play;Indie,0.0,0.0,0.05,0.0,0.8104838709677419,9.0,2015.0,0.0,2015,9,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
2750,6720,399810,Call of Cthulhu®,1.0,Focus Home Interactive,windows,Adventure;RPG,0.0,0.0,0.05,39.99,0.7386130488305294,10.0,2018.0,2.99925,2018,10,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
2751,6723,399890,The Secret Order 2: Masked Intent,1.0,Artifex Mundi,windows,Adventure;Casual,224.0,224.0,0.05,6.99,0.7788461538461539,11.0,2015.0,0.52425,2015,11,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
2754,6730,400110,Else Heart.Break(),1.0,Erik Svedäng AB,windows,Adventure;Indie;RPG,0.0,0.0,0.2,18.99,0.6729678638941399,9.0,2015.0,6.646499999999999,2015,9,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
2756,6732,400160,Concrete Jungle,1.0,ColePowered Games,windows,Indie;Strategy,0.0,0.0,0.02,5.19,0.9080118694362018,9.0,2015.0,0.18165,2015,9,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2757,6733,400170,The Incredible Adventures of Van Helsing: Final Cut,1.0,NeocoreGames,windows,Action;Adventure;Indie;RPG,100.0,125.0,0.2,29.99,0.7225258044930176,11.0,2015.0,10.4965,2015,11,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
2758,6734,400180,Okhlos: Omega,1.0,Devolver Digital,windows,Action;Indie;Strategy,281.0,339.0,0.2,9.99,0.7975830815709971,8.0,2016.0,3.4965,2016,8,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
